PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
Kepler-19 b                   ,  0.026,       ,      9.3,0.120, 59.1,  0.0,  0.0,1079.7, 907.9, 957.1, 804.8,  0.603,  0.763,  1.355,  1.429
Kepler-19 c                   ,  0.041,       ,     28.7,0.210, 23.8,  0.0,  0.0, 782.1, 657.7, 631.9, 531.4,  0.603,  0.763,  1.355,  1.429
Kepler-19 d                   ,  0.071,       ,     63.0,0.050, 55.2,  0.0,  0.0, 549.1, 461.7, 522.3, 439.2,  0.603,  0.763,  1.355,  1.429
Kepler-200 b                  ,       ,  0.190,      8.6,0.000, 90.0,  0.0,  0.0,1115.9, 938.4,1115.9, 938.4,  0.686,  0.868,  1.536,  1.620
Kepler-200 c                  ,       ,  0.142,     10.2,0.000, 90.0,  0.0,  0.0,1052.1, 884.7,1052.1, 884.7,  0.686,  0.868,  1.536,  1.620
Kepler-201 b                  ,       ,  0.219,     25.7,0.000, 90.0,  0.0,  0.0, 921.9, 775.2, 921.9, 775.2,  1.000,  1.266,  2.218,  2.339
Kepler-201 c                  ,       ,  0.254,    151.9,0.000, 90.0,  0.0,  0.0, 509.5, 428.4, 509.5, 428.4,  1.000,  1.266,  2.218,  2.339
Kepler-202 b                  ,       ,  0.145,      4.1,0.000, 90.0,  0.0,  0.0,1032.7, 868.4,1032.7, 868.4,  0.348,  0.440,  0.808,  0.852
Kepler-202 c                  ,       ,  0.165,     16.3,0.000, 90.0,  0.0,  0.0, 651.7, 548.0, 651.7, 548.0,  0.348,  0.440,  0.808,  0.852
Kepler-203 b                  ,       ,  0.229,      3.2,0.000, 90.0,  0.0,  0.0,1695.7,1425.9,1695.7,1425.9,  0.844,  1.068,  1.882,  1.985
Kepler-203 c                  ,       ,  0.220,      5.4,0.000, 90.0,  0.0,  0.0,1423.7,1197.2,1423.7,1197.2,  0.844,  1.068,  1.882,  1.985
Kepler-203 d                  ,       ,  0.128,     11.3,0.000, 90.0,  0.0,  0.0,1112.0, 935.0,1112.0, 935.0,  0.844,  1.068,  1.882,  1.985
Kepler-204 b                  ,       ,  0.226,     14.4,0.000, 90.0,  0.0,  0.0,1084.9, 912.3,1084.9, 912.3,  0.940,  1.191,  2.098,  2.213
Kepler-204 c                  ,       ,  0.160,     25.7,0.000, 90.0,  0.0,  0.0, 892.2, 750.2, 892.2, 750.2,  0.940,  1.191,  2.098,  2.213
Kepler-205 b                  ,       ,  0.135,      2.8,0.000, 90.0,  0.0,  0.0,1027.1, 863.7,1027.1, 863.7,  0.248,  0.313,  0.585,  0.617
Kepler-205 c                  ,       ,  0.146,     20.3,0.000, 90.0,  0.0,  0.0, 526.0, 442.3, 526.0, 442.3,  0.248,  0.313,  0.585,  0.617
Kepler-206 b                  ,       ,  0.107,      7.8,0.000, 90.0,  0.0,  0.0,1290.9,1085.5,1290.9,1085.5,  0.890,  1.127,  1.988,  2.097
Kepler-206 c                  ,       ,  0.158,     13.1,0.000, 90.0,  0.0,  0.0,1082.1, 909.9,1082.1, 909.9,  0.890,  1.127,  1.988,  2.097
Kepler-206 d                  ,       ,  0.106,     23.4,0.000, 90.0,  0.0,  0.0, 893.0, 750.9, 893.0, 750.9,  0.890,  1.127,  1.988,  2.097
Kepler-207 b                  ,       ,  0.140,      1.6,0.000, 90.0,  0.0,  0.0,2513.3,2113.5,2513.3,2113.5,  1.242,  1.574,  2.765,  2.916
Kepler-207 c                  ,       ,  0.134,      3.1,0.000, 90.0,  0.0,  0.0,2040.4,1715.8,2040.4,1715.8,  1.242,  1.574,  2.765,  2.916
Kepler-207 d                  ,       ,  0.295,      5.9,0.000, 90.0,  0.0,  0.0,1641.3,1380.2,1641.3,1380.2,  1.242,  1.574,  2.765,  2.916
Kepler-208 b                  ,       ,  0.145,      4.2,0.000, 90.0,  0.0,  0.0,1720.4,1446.7,1720.4,1446.7,  1.073,  1.359,  2.378,  2.508
Kepler-208 c                  ,       ,  0.124,      7.5,0.000, 90.0,  0.0,  0.0,1422.4,1196.1,1422.4,1196.1,  1.073,  1.359,  2.378,  2.508
Kepler-208 d                  ,       ,  0.107,     11.1,0.000, 90.0,  0.0,  0.0,1245.7,1047.5,1245.7,1047.5,  1.073,  1.359,  2.378,  2.508
Kepler-208 e                  ,       ,  0.132,     16.3,0.000, 90.0,  0.0,  0.0,1100.4, 925.3,1100.4, 925.3,  1.073,  1.359,  2.378,  2.508
Kepler-209 b                  ,       ,  0.202,     16.1,0.000, 90.0,  0.0,  0.0, 877.4, 737.8, 877.4, 737.8,  0.653,  0.827,  1.469,  1.549
Kepler-209 c                  ,       ,  0.277,     41.7,0.000, 90.0,  0.0,  0.0, 637.6, 536.2, 637.6, 536.2,  0.653,  0.827,  1.469,  1.549
Kepler-20 b                   ,  0.031,  0.167,      3.7,0.030, 90.0,  0.0,  0.0,1456.7,1224.9,1413.6,1188.7,  0.663,  0.839,  1.493,  1.574
Kepler-20 c                   ,  0.040,  0.272,     10.9,0.160, 90.0,  0.0,  0.0,1093.3, 919.4, 930.4, 782.4,  0.663,  0.839,  1.493,  1.574
Kepler-20 d                   ,  0.032,  0.245,     77.6,0.000, 90.0,  0.0,  0.0, 521.3, 438.4, 521.3, 438.4,  0.663,  0.839,  1.493,  1.574
Kepler-20 e                   ,       ,  0.077,      6.1,0.000, 90.0,  0.0,  0.0,1221.2,1026.9,1221.2,1026.9,  0.663,  0.839,  1.493,  1.574
Kepler-20 f                   ,       ,  0.089,     19.6,0.000, 90.0,  0.0,  0.0, 826.2, 694.8, 826.2, 694.8,  0.663,  0.839,  1.493,  1.574
Kepler-20 g                   ,  0.063,       ,     34.9,0.150, 90.0,  0.0,  0.0, 738.6, 621.1, 635.0, 534.0,  0.663,  0.839,  1.493,  1.574
Kepler-210 b                  ,       ,  0.262,      2.5,0.000, 90.0,  0.0,  0.0,1178.1, 990.7,1178.1, 990.7,  0.323,  0.409,  0.755,  0.796
Kepler-210 c                  ,       ,  0.323,      8.0,0.000, 90.0,  0.0,  0.0, 796.5, 669.8, 796.5, 669.8,  0.323,  0.409,  0.755,  0.796
Kepler-211 b                  ,       ,  0.112,      4.1,0.000, 90.0,  0.0,  0.0,1214.1,1020.9,1214.1,1020.9,  0.502,  0.636,  1.145,  1.208
Kepler-211 c                  ,       ,  0.115,      6.0,0.000, 90.0,  0.0,  0.0,1068.2, 898.3,1068.2, 898.3,  0.502,  0.636,  1.145,  1.208
Kepler-212 b                  ,       ,  0.097,     16.3,0.000, 90.0,  0.0,  0.0,1111.7, 934.8,1111.7, 934.8,  1.119,  1.418,  2.495,  2.632
Kepler-212 c                  ,       ,  0.244,     31.8,0.000, 90.0,  0.0,  0.0, 891.1, 749.3, 891.1, 749.3,  1.119,  1.418,  2.495,  2.632
Kepler-213 b                  ,       ,  0.145,      2.5,0.000, 90.0,  0.0,  0.0,1885.5,1585.6,1885.5,1585.6,  0.880,  1.114,  1.970,  2.077
Kepler-213 c                  ,       ,  0.209,      4.8,0.000, 90.0,  0.0,  0.0,1498.5,1260.1,1498.5,1260.1,  0.880,  1.114,  1.970,  2.077
Kepler-214 b                  ,       ,  0.233,     15.7,0.000, 90.0,  0.0,  0.0,1139.8, 958.5,1139.8, 958.5,  1.128,  1.429,  2.497,  2.634
Kepler-214 c                  ,       ,  0.190,     28.8,0.000, 90.0,  0.0,  0.0, 933.1, 784.6, 933.1, 784.6,  1.128,  1.429,  2.497,  2.634
Kepler-215 b                  ,       ,  0.145,      9.4,0.000, 90.0,  0.0,  0.0,1152.2, 968.9,1152.2, 968.9,  0.765,  0.969,  1.710,  1.803
Kepler-215 c                  ,       ,  0.158,     14.7,0.000, 90.0,  0.0,  0.0, 993.4, 835.4, 993.4, 835.4,  0.765,  0.969,  1.710,  1.803
Kepler-215 d                  ,       ,  0.213,     30.9,0.000, 90.0,  0.0,  0.0, 776.4, 652.9, 776.4, 652.9,  0.765,  0.969,  1.710,  1.803
Kepler-215 e                  ,       ,  0.156,     68.2,0.000, 90.0,  0.0,  0.0, 596.0, 501.1, 596.0, 501.1,  0.765,  0.969,  1.710,  1.803
Kepler-216 b                  ,       ,  0.210,      7.7,0.000, 90.0,  0.0,  0.0,1394.7,1172.8,1394.7,1172.8,  1.031,  1.306,  2.287,  2.412
Kepler-216 c                  ,       ,  0.271,     17.4,0.000, 90.0,  0.0,  0.0,1063.0, 893.9,1063.0, 893.9,  1.031,  1.306,  2.287,  2.412
Kepler-217 b                  ,       ,  0.199,      5.4,0.000, 90.0,  0.0,  0.0,1861.9,1565.7,1861.9,1565.7,  1.505,  1.906,  3.331,  3.513
Kepler-217 c                  ,       ,  0.165,      8.6,0.000, 90.0,  0.0,  0.0,1591.2,1338.0,1591.2,1338.0,  1.505,  1.906,  3.331,  3.513
Kepler-218 b                  ,       ,  0.132,      3.6,0.000, 90.0,  0.0,  0.0,1514.3,1273.4,1514.3,1273.4,  0.733,  0.929,  1.651,  1.742
Kepler-218 c                  ,       ,  0.280,     44.7,0.000, 90.0,  0.0,  0.0, 652.2, 548.4, 652.2, 548.4,  0.733,  0.929,  1.651,  1.742
Kepler-219 b                  ,       ,  0.263,      4.6,0.000, 90.0,  0.0,  0.0,1696.1,1426.3,1696.1,1426.3,  1.121,  1.420,  2.504,  2.641
Kepler-219 c                  ,       ,  0.319,     22.7,0.000, 90.0,  0.0,  0.0, 996.9, 838.3, 996.9, 838.3,  1.121,  1.420,  2.504,  2.641
Kepler-219 d                  ,       ,  0.251,     47.9,0.000, 90.0,  0.0,  0.0, 776.5, 652.9, 776.5, 652.9,  1.121,  1.420,  2.504,  2.641
Kepler-21 b                   ,  0.016,  0.146,      2.8,0.020,345.0,  0.0,  0.0,2443.2,2054.5,2394.9,2013.8,  1.656,  2.097,  3.655,  3.855
Kepler-220 b                  ,       ,  0.072,      4.2,0.000, 90.0,  0.0,  0.0,1013.6, 852.3,1013.6, 852.3,  0.343,  0.434,  0.798,  0.842
Kepler-220 c                  ,       ,  0.140,      9.0,0.000, 90.0,  0.0,  0.0, 788.5, 663.1, 788.5, 663.1,  0.343,  0.434,  0.798,  0.842
Kepler-220 d                  ,       ,  0.087,     28.1,0.000, 90.0,  0.0,  0.0, 538.4, 452.8, 538.4, 452.8,  0.343,  0.434,  0.798,  0.842
Kepler-220 e                  ,       ,  0.119,     45.9,0.000, 90.0,  0.0,  0.0, 457.3, 384.5, 457.3, 384.5,  0.343,  0.434,  0.798,  0.842
Kepler-221 b                  ,       ,  0.153,      2.8,0.000, 90.0,  0.0,  0.0,1415.2,1190.0,1415.2,1190.0,  0.523,  0.662,  1.187,  1.252
Kepler-221 c                  ,       ,  0.261,      5.7,0.000, 90.0,  0.0,  0.0,1120.7, 942.4,1120.7, 942.4,  0.523,  0.662,  1.187,  1.252
Kepler-221 d                  ,       ,  0.244,     10.0,0.000, 90.0,  0.0,  0.0, 922.9, 776.1, 922.9, 776.1,  0.523,  0.662,  1.187,  1.252
Kepler-221 e                  ,       ,  0.235,     18.4,0.000, 90.0,  0.0,  0.0, 755.0, 634.9, 755.0, 634.9,  0.523,  0.662,  1.187,  1.252
Kepler-222 b                  ,       ,  0.282,      3.9,0.000, 90.0,  0.0,  0.0,1326.2,1115.2,1326.2,1115.2,  0.589,  0.746,  1.330,  1.402
Kepler-222 c                  ,       ,  0.414,     10.1,0.000, 90.0,  0.0,  0.0, 963.2, 809.9, 963.2, 809.9,  0.589,  0.746,  1.330,  1.402
Kepler-222 d                  ,       ,  0.329,     28.1,0.000, 90.0,  0.0,  0.0, 684.8, 575.9, 684.8, 575.9,  0.589,  0.746,  1.330,  1.402
Kepler-224 b                  ,       ,  0.124,      3.1,0.000, 90.0,  0.0,  0.0,1217.1,1023.4,1217.1,1023.4,  0.402,  0.509,  0.920,  0.970
Kepler-224 c                  ,       ,  0.278,      5.9,0.000, 90.0,  0.0,  0.0, 985.1, 828.4, 985.1, 828.4,  0.402,  0.509,  0.920,  0.970
Kepler-224 d                  ,       ,  0.205,     11.3,0.000, 90.0,  0.0,  0.0, 795.3, 668.7, 795.3, 668.7,  0.402,  0.509,  0.920,  0.970
Kepler-224 e                  ,       ,  0.176,     18.6,0.000, 90.0,  0.0,  0.0, 673.8, 566.6, 673.8, 566.6,  0.402,  0.509,  0.920,  0.970
Kepler-225 b                  ,       ,  0.107,      6.7,0.000, 90.0,  0.0,  0.0, 618.1, 519.7, 618.1, 519.7,  0.159,  0.201,  0.388,  0.409
Kepler-225 c                  ,       ,  0.164,     18.8,0.000, 90.0,  0.0,  0.0, 439.0, 369.2, 439.0, 369.2,  0.159,  0.201,  0.388,  0.409
Kepler-226 b                  ,       ,  0.138,      3.9,0.000, 90.0,  0.0,  0.0,1317.8,1108.2,1317.8,1108.2,  0.565,  0.716,  1.270,  1.339
Kepler-226 c                  ,       ,  0.203,      5.3,0.000, 90.0,  0.0,  0.0,1186.3, 997.6,1186.3, 997.6,  0.565,  0.716,  1.270,  1.339
Kepler-226 d                  ,       ,  0.109,      8.1,0.000, 90.0,  0.0,  0.0,1036.3, 871.4,1036.3, 871.4,  0.565,  0.716,  1.270,  1.339
Kepler-227 b                  ,       ,  0.277,      9.5,0.000, 90.0,  0.0,  0.0,1168.1, 982.2,1168.1, 982.2,  0.836,  1.059,  1.864,  1.966
Kepler-227 c                  ,       ,  0.271,     54.4,0.000, 90.0,  0.0,  0.0, 650.7, 547.2, 650.7, 547.2,  0.836,  1.059,  1.864,  1.966
Kepler-228 b                  ,       ,  0.136,      2.6,0.000, 90.0,  0.0,  0.0,1786.3,1502.1,1786.3,1502.1,  0.816,  1.034,  1.811,  1.910
Kepler-228 c                  ,       ,  0.241,      4.1,0.000, 90.0,  0.0,  0.0,1527.0,1284.1,1527.0,1284.1,  0.816,  1.034,  1.811,  1.910
Kepler-228 d                  ,       ,  0.360,     11.1,0.000, 90.0,  0.0,  0.0,1095.7, 921.3,1095.7, 921.3,  0.816,  1.034,  1.811,  1.910
Kepler-229 b                  ,       ,  0.196,      6.3,0.000, 90.0,  0.0,  0.0,1007.3, 847.0,1007.3, 847.0,  0.446,  0.566,  1.019,  1.074
Kepler-229 c                  ,       ,  0.439,     16.1,0.000, 90.0,  0.0,  0.0, 733.3, 616.6, 733.3, 616.6,  0.446,  0.566,  1.019,  1.074
Kepler-229 d                  ,       ,  0.343,     41.2,0.000, 90.0,  0.0,  0.0, 534.7, 449.7, 534.7, 449.7,  0.446,  0.566,  1.019,  1.074
Kepler-22 b                   ,  0.113,  0.212,    289.9,0.000, 90.0,  0.0,100.0, 339.0, 285.0, 339.0, 285.0,  0.678,  0.858,  1.525,  1.608
Kepler-230 b                  ,       ,  0.380,     32.6,0.000, 90.0,  0.0,  0.0, 663.9, 558.2, 663.9, 558.2,  0.582,  0.738,  1.308,  1.379
Kepler-230 c                  ,       ,  0.182,     91.8,0.000, 90.0,  0.0,  0.0, 470.7, 395.8, 470.7, 395.8,  0.582,  0.738,  1.308,  1.379
Kepler-231 b                  ,       ,  0.154,     10.1,0.000, 90.0,  0.0,  0.0, 555.8, 467.4, 555.8, 467.4,  0.170,  0.215,  0.412,  0.435
Kepler-231 c                  ,       ,  0.172,     19.3,0.000, 90.0,  0.0,  0.0, 447.8, 376.5, 447.8, 376.5,  0.170,  0.215,  0.412,  0.435
Kepler-232 b                  ,       ,  0.275,      4.4,0.000, 90.0,  0.0,  0.0,1420.9,1194.8,1420.9,1194.8,  0.743,  0.941,  1.656,  1.746
Kepler-232 c                  ,       ,  0.342,     11.4,0.000, 90.0,  0.0,  0.0,1038.9, 873.6,1038.9, 873.6,  0.743,  0.941,  1.656,  1.746
Kepler-233 b                  ,       ,  0.217,      8.5,0.000, 90.0,  0.0,  0.0, 965.5, 811.9, 965.5, 811.9,  0.503,  0.637,  1.138,  1.200
Kepler-233 c                  ,       ,  0.242,     60.4,0.000, 90.0,  0.0,  0.0, 500.1, 420.5, 500.1, 420.5,  0.503,  0.637,  1.138,  1.200
Kepler-234 b                  ,       ,  0.330,      2.7,0.000, 90.0,  0.0,  0.0,1879.9,1580.8,1879.9,1580.8,  0.941,  1.192,  2.081,  2.195
Kepler-234 c                  ,       ,  0.313,      7.2,0.000, 90.0,  0.0,  0.0,1354.9,1139.3,1354.9,1139.3,  0.941,  1.192,  2.081,  2.195
Kepler-235 b                  ,       ,  0.199,      3.3,0.000, 90.0,  0.0,  0.0, 940.6, 791.0, 940.6, 791.0,  0.240,  0.305,  0.570,  0.601
Kepler-235 c                  ,       ,  0.114,      7.8,0.000, 90.0,  0.0,  0.0, 709.7, 596.8, 709.7, 596.8,  0.240,  0.305,  0.570,  0.601
Kepler-235 d                  ,       ,  0.183,     20.1,0.000, 90.0,  0.0,  0.0, 518.0, 435.6, 518.0, 435.6,  0.240,  0.305,  0.570,  0.601
Kepler-235 e                  ,       ,  0.198,     46.2,0.000, 90.0,  0.0,  0.0, 392.0, 329.7, 392.0, 329.7,  0.240,  0.305,  0.570,  0.601
Kepler-236 b                  ,       ,  0.140,      8.3,0.000, 90.0,  0.0,  0.0, 602.3, 506.4, 602.3, 506.4,  0.175,  0.222,  0.426,  0.449
Kepler-236 c                  ,       ,  0.178,     24.0,0.000, 90.0,  0.0,  0.0, 422.6, 355.4, 422.6, 355.4,  0.175,  0.222,  0.426,  0.449
Kepler-237 b                  ,       ,  0.126,      4.7,0.000, 90.0,  0.0,  0.0,1057.6, 889.4,1057.6, 889.4,  0.402,  0.509,  0.926,  0.977
Kepler-237 c                  ,       ,  0.186,      8.1,0.000, 90.0,  0.0,  0.0, 887.5, 746.3, 887.5, 746.3,  0.402,  0.509,  0.926,  0.977
Kepler-238 b                  ,       ,  0.154,      2.1,0.000, 90.0,  0.0,  0.0,2138.5,1798.2,2138.5,1798.2,  1.065,  1.349,  2.381,  2.512
Kepler-238 c                  ,       ,  0.213,      6.2,0.000, 90.0,  0.0,  0.0,1501.1,1262.3,1501.1,1262.3,  1.065,  1.349,  2.381,  2.512
Kepler-238 d                  ,       ,  0.274,     13.2,0.000, 90.0,  0.0,  0.0,1162.8, 977.8,1162.8, 977.8,  1.065,  1.349,  2.381,  2.512
Kepler-239 b                  ,       ,  0.208,     11.8,0.000, 90.0,  0.0,  0.0, 796.9, 670.1, 796.9, 670.1,  0.432,  0.548,  0.995,  1.049
Kepler-239 c                  ,       ,  0.224,     56.2,0.000, 90.0,  0.0,  0.0, 474.5, 399.0, 474.5, 399.0,  0.432,  0.548,  0.995,  1.049
Kepler-23 b                   ,  0.800,  0.170,      7.1,0.000, 90.0,  0.0,  0.0,1519.1,1277.4,1519.1,1277.4,  1.180,  1.495,  2.633,  2.777
Kepler-23 c                   ,  2.700,  0.285,     10.7,0.000, 90.0,  0.0,  0.0,1322.2,1111.8,1322.2,1111.8,  1.180,  1.495,  2.633,  2.777
Kepler-23 d                   ,       ,  0.196,     15.3,0.000, 90.0,  0.0,  0.0,1181.4, 993.4,1181.4, 993.4,  1.180,  1.495,  2.633,  2.777
Kepler-240 b                  ,       ,  0.122,      4.1,0.000, 90.0,  0.0,  0.0,1122.2, 943.7,1122.2, 943.7,  0.432,  0.547,  0.991,  1.045
Kepler-240 c                  ,       ,  0.196,      8.0,0.000, 90.0,  0.0,  0.0, 903.8, 760.0, 903.8, 760.0,  0.432,  0.547,  0.991,  1.045
Kepler-241 b                  ,       ,  0.208,     12.7,0.000, 90.0,  0.0,  0.0, 719.3, 604.9, 719.3, 604.9,  0.352,  0.446,  0.817,  0.861
Kepler-241 c                  ,       ,  0.229,     36.1,0.000, 90.0,  0.0,  0.0, 507.3, 426.6, 507.3, 426.6,  0.352,  0.446,  0.817,  0.861
Kepler-242 b                  ,       ,  0.233,      8.2,0.000, 90.0,  0.0,  0.0, 969.0, 814.8, 969.0, 814.8,  0.502,  0.636,  1.150,  1.213
Kepler-242 c                  ,       ,  0.178,     14.5,0.000, 90.0,  0.0,  0.0, 803.8, 675.9, 803.8, 675.9,  0.502,  0.636,  1.150,  1.213
Kepler-243 b                  ,       ,  0.219,      5.7,0.000, 90.0,  0.0,  0.0,1103.3, 927.8,1103.3, 927.8,  0.533,  0.675,  1.211,  1.277
Kepler-243 c                  ,       ,  0.178,     20.0,0.000, 90.0,  0.0,  0.0, 729.1, 613.1, 729.1, 613.1,  0.533,  0.675,  1.211,  1.277
Kepler-244 b                  ,       ,  0.246,      4.3,0.000, 90.0,  0.0,  0.0,1273.8,1071.1,1273.8,1071.1,  0.562,  0.712,  1.264,  1.333
Kepler-244 c                  ,       ,  0.183,      9.8,0.000, 90.0,  0.0,  0.0, 965.6, 812.0, 965.6, 812.0,  0.562,  0.712,  1.264,  1.333
Kepler-244 d                  ,       ,  0.206,     20.1,0.000, 90.0,  0.0,  0.0, 761.2, 640.1, 761.2, 640.1,  0.562,  0.712,  1.264,  1.333
Kepler-245 b                  ,       ,  0.229,      7.5,0.000, 90.0,  0.0,  0.0, 981.6, 825.4, 981.6, 825.4,  0.486,  0.616,  1.110,  1.170
Kepler-245 c                  ,       ,  0.194,     17.5,0.000, 90.0,  0.0,  0.0, 742.7, 624.6, 742.7, 624.6,  0.486,  0.616,  1.110,  1.170
Kepler-245 d                  ,       ,  0.270,     36.3,0.000, 90.0,  0.0,  0.0, 581.9, 489.3, 581.9, 489.3,  0.486,  0.616,  1.110,  1.170
Kepler-246 b                  ,       ,  0.209,      4.6,0.000, 90.0,  0.0,  0.0,1192.5,1002.8,1192.5,1002.8,  0.523,  0.662,  1.188,  1.253
Kepler-246 c                  ,       ,  0.134,     11.2,0.000, 90.0,  0.0,  0.0, 882.3, 741.9, 882.3, 741.9,  0.523,  0.662,  1.188,  1.253
Kepler-247 b                  ,       ,  0.146,      3.3,0.000, 90.0,  0.0,  0.0,1252.0,1052.8,1252.0,1052.8,  0.468,  0.592,  1.068,  1.127
Kepler-247 c                  ,       ,  0.365,      9.4,0.000, 90.0,  0.0,  0.0, 885.3, 744.5, 885.3, 744.5,  0.468,  0.592,  1.068,  1.127
Kepler-247 d                  ,       ,  0.352,     20.5,0.000, 90.0,  0.0,  0.0, 685.8, 576.7, 685.8, 576.7,  0.468,  0.592,  1.068,  1.127
Kepler-248 b                  ,       ,  0.269,      6.3,0.000, 90.0,  0.0,  0.0,1055.3, 887.4,1055.3, 887.4,  0.520,  0.658,  1.183,  1.248
Kepler-248 c                  ,       ,  0.363,     16.2,0.000, 90.0,  0.0,  0.0, 773.0, 650.0, 773.0, 650.0,  0.520,  0.658,  1.183,  1.248
Kepler-249 b                  ,       ,  0.097,      3.3,0.000, 90.0,  0.0,  0.0, 757.6, 637.1, 757.6, 637.1,  0.150,  0.190,  0.367,  0.387
Kepler-249 c                  ,       ,  0.135,      7.1,0.000, 90.0,  0.0,  0.0, 588.5, 494.9, 588.5, 494.9,  0.150,  0.190,  0.367,  0.387
Kepler-249 d                  ,       ,  0.140,     15.4,0.000, 90.0,  0.0,  0.0, 455.1, 382.7, 455.1, 382.7,  0.150,  0.190,  0.367,  0.387
Kepler-24 b                   ,  1.600,  0.214,      8.1,0.000, 90.0,  0.0,  0.0,1357.7,1141.7,1357.7,1141.7,  1.002,  1.269,  2.230,  2.352
Kepler-24 c                   ,  1.600,  0.250,     12.3,0.000, 90.0,  0.0,  0.0,1179.5, 991.8,1179.5, 991.8,  1.002,  1.269,  2.230,  2.352
Kepler-24 d                   ,       ,  0.149,      4.2,0.000, 90.0,  0.0,  0.0,1700.5,1429.9,1700.5,1429.9,  1.002,  1.269,  2.230,  2.352
Kepler-24 e                   ,       ,  0.248,     19.0,0.000, 90.0,  0.0,  0.0,1033.7, 869.3,1033.7, 869.3,  1.002,  1.269,  2.230,  2.352
Kepler-250 b                  ,       ,  0.101,      4.1,0.000, 90.0,  0.0,  0.0,1215.3,1022.0,1215.3,1022.0,  0.502,  0.636,  1.144,  1.207
Kepler-250 c                  ,       ,  0.203,      7.2,0.000, 90.0,  0.0,  0.0,1013.7, 852.4,1013.7, 852.4,  0.502,  0.636,  1.144,  1.207
Kepler-250 d                  ,       ,  0.194,     17.6,0.000, 90.0,  0.0,  0.0, 747.2, 628.3, 747.2, 628.3,  0.502,  0.636,  1.144,  1.207
Kepler-251 b                  ,       ,  0.119,      4.8,0.000, 90.0,  0.0,  0.0,1298.4,1091.8,1298.4,1091.8,  0.620,  0.786,  1.396,  1.472
Kepler-251 c                  ,       ,  0.247,     16.5,0.000, 90.0,  0.0,  0.0, 855.8, 719.6, 855.8, 719.6,  0.620,  0.786,  1.396,  1.472
Kepler-251 d                  ,       ,  0.247,     30.1,0.000, 90.0,  0.0,  0.0, 700.6, 589.2, 700.6, 589.2,  0.620,  0.786,  1.396,  1.472
Kepler-251 e                  ,       ,  0.247,     99.6,0.000, 90.0,  0.0,  0.0, 470.3, 395.4, 470.3, 395.4,  0.620,  0.786,  1.396,  1.472
Kepler-252 b                  ,       ,  0.110,      6.7,0.000, 90.0,  0.0,  0.0, 743.0, 624.8, 743.0, 624.8,  0.235,  0.298,  0.559,  0.590
Kepler-252 c                  ,       ,  0.192,     10.8,0.000, 90.0,  0.0,  0.0, 632.6, 532.0, 632.6, 532.0,  0.235,  0.298,  0.559,  0.590
Kepler-253 b                  ,       ,  0.145,      3.8,0.000, 90.0,  0.0,  0.0,1237.5,1040.6,1237.5,1040.6,  0.498,  0.630,  1.132,  1.194
Kepler-253 c                  ,       ,  0.236,     10.3,0.000, 90.0,  0.0,  0.0, 889.6, 748.1, 889.6, 748.1,  0.498,  0.630,  1.132,  1.194
Kepler-253 d                  ,       ,  0.283,     18.1,0.000, 90.0,  0.0,  0.0, 736.1, 619.0, 736.1, 619.0,  0.498,  0.630,  1.132,  1.194
Kepler-254 b                  ,       ,  0.345,      5.8,0.000, 90.0,  0.0,  0.0,1287.9,1083.0,1287.9,1083.0,  0.718,  0.910,  1.597,  1.685
Kepler-254 c                  ,       ,  0.192,     12.4,0.000, 90.0,  0.0,  0.0,1005.5, 845.5,1005.5, 845.5,  0.718,  0.910,  1.597,  1.685
Kepler-254 d                  ,       ,  0.223,     18.7,0.000, 90.0,  0.0,  0.0, 873.9, 734.9, 873.9, 734.9,  0.718,  0.910,  1.597,  1.685
Kepler-255 b                  ,       ,  0.138,      5.7,0.000, 90.0,  0.0,  0.0,1227.7,1032.4,1227.7,1032.4,  0.657,  0.833,  1.477,  1.558
Kepler-255 c                  ,       ,  0.267,      9.9,0.000, 90.0,  0.0,  0.0,1015.9, 854.3,1015.9, 854.3,  0.657,  0.833,  1.477,  1.558
Kepler-256 b                  ,       ,  0.142,      1.6,0.000, 90.0,  0.0,  0.0,2208.5,1857.1,2208.5,1857.1,  0.913,  1.156,  2.052,  2.165
Kepler-256 c                  ,       ,  0.192,      3.4,0.000, 90.0,  0.0,  0.0,1710.7,1438.5,1710.7,1438.5,  0.913,  1.156,  2.052,  2.165
Kepler-256 d                  ,       ,  0.221,      5.8,0.000, 90.0,  0.0,  0.0,1434.4,1206.2,1434.4,1206.2,  0.913,  1.156,  2.052,  2.165
Kepler-256 e                  ,       ,  0.210,     10.7,0.000, 90.0,  0.0,  0.0,1171.2, 984.9,1171.2, 984.9,  0.913,  1.156,  2.052,  2.165
Kepler-257 b                  ,       ,  0.233,      2.4,0.000, 90.0,  0.0,  0.0,1642.6,1381.3,1642.6,1381.3,  0.649,  0.822,  1.478,  1.559
Kepler-257 c                  ,       ,  0.483,      6.6,0.000, 90.0,  0.0,  0.0,1179.0, 991.4,1179.0, 991.4,  0.649,  0.822,  1.478,  1.559
